posisi,deskripsi,level
devops engineer,"['REST API', 'AWS', 'Virtualization', 'Confluence', 'DevOps', 'Linux', 'Apache', 'VMware', 'Nginx', 'Agile', 'Scrum', 'Java', 'HTML', 'Jira', 'LDAP', 'C++', 'API', 'SQL', 'SSL/TLS', 'C#', 'R', 'Objective-C']",senior
frontend developer,"['Angular', 'JavaScript', 'Bootstrap', 'GitHub', 'HTML', 'Scrum', 'CSS']",senior
quality assurance,"['UI/UX Design', 'Test Plan', 'Android', 'iOS']",unspecified
quality assurance,"['SDLC', 'Project Management', 'Problem Solving', 'Selenium', 'Spring', 'Oracle DB', 'Appium', 'Java', 'REST API', 'Unix', 'API', 'SQL', 'R']",senior
quality assurance,"['Bug Tracking', 'JavaScript', 'Ruby', 'C++']",senior
network engineer,"['Penetration Testing', 'Network Monitoring', 'Firewall', 'Cisco', 'VPN']",senior
network engineer,"['TCP/IP', 'Technical Support', 'Cisco', 'OSPF', 'MPLS', 'BGP']",senior
network engineer,"['Technical Support', 'Active Directory', 'Windows Server', 'Virtualization', 'Help Desk', 'Android', 'Storage Management', 'VMware', 'Backup & Recovery', 'Fiber', 'Azure', 'DHCP', 'iOS', 'SQL', 'InVision', 'Firewall', 'Node.js']",senior
frontend developer,"['JavaScript', 'Jenkins', 'Agile', 'Git']",senior
web developer,"['Node.js', 'Angular', 'Elasticsearch', 'JavaScript', 'Bootstrap', 'MongoDB', 'Express.js', 'Storage Management', 'jQuery', 'Hadoop', 'HTML', 'HBase', 'Apache Spark', 'Java', 'CSS', 'Active Directory', 'Troubleshooting', 'R']",senior
network engineer,"['Excel', 'Cisco', 'OSPF', 'MPLS', 'BGP', 'Firewall']",senior
quality assurance,"['Selenium', 'JMeter']",senior
frontend developer,"['Teamwork', 'JavaScript', 'Salesforce', 'Angular', 'HTML', 'CSS', 'API', 'Rust']",unspecified
sql developer,"['Data Analysis', 'Reporting', 'Excel', 'SQL', 'R', 'Statistics']",senior
quality assurance,"['Microsoft Office', 'Project Management', 'Reporting', 'R', 'Google Workspace', 'Agile', 'Objective-C', 'DevOps']",senior
frontend developer,"['Angular', 'JavaScript', 'Bootstrap', 'Cassandra', 'Jenkins', 'Agile', 'Java', 'HTML', 'SASS', 'Jira', 'CSS', 'Git', 'Talend', 'R']",unspecified
tester,"['Analytical Thinking', 'SQL']",middle
quality assurance,"['SQL Server', 'Data Modeling', 'Data Quality', 'ETL', 'Automated Testing', 'Hadoop', 'Agile', 'Java', 'Echo', 'SQL', 'Business Intelligence', 'R']",senior
frontend developer,"['Angular', 'MySQL', 'UI/UX Design', 'JavaScript']",senior
quality assurance,"['Problem Solving', 'Agile']",senior
quality assurance,"['Test Plan', 'Selenium', 'jQuery', 'Spring', 'JUnit', 'Java', 'HTML']",unspecified
sql developer,"['SQL Server', 'Data Warehouse', 'ETL', 'Reporting', 'Excel', 'SQL']",senior
cybersecurity,"['Information Security', 'Cybersecurity']",senior
frontend developer,"['Automated Testing', 'JavaScript', 'GitHub', 'HTML', 'CSS', 'SASS', 'LESS', 'PHP']",senior
frontend developer,"['JavaScript', 'Bootstrap', 'React', 'LESS', 'CSS', 'SCSS', 'Webpack']",unspecified
quality assurance,"['AWS', 'Performance Testing', 'Automated Testing', 'Software Testing', 'Problem Solving', 'Selenium', 'DevOps', 'JMeter', 'Agile', 'API']",senior
frontend developer,"['Node.js', 'UI/UX Design', 'JavaScript', 'Express.js', 'Android', 'HTML', 'LESS', 'CSS', 'iOS', 'Talend']",senior
devops engineer,"['UI/UX Design', 'Troubleshooting', 'Shell Scripting', 'Teamwork', 'Reporting', 'Jenkins', 'Python', 'DevOps', 'Apache', 'Splunk', 'Linux', 'Nginx', 'Agile', 'Unix', 'PHP', 'AWS', 'Git', 'SVN', 'R']",senior
devops engineer,"['Troubleshooting', 'Jenkins', 'DevOps', 'Java', '.NET', 'SDLC']",senior
sql developer,"['Data Modeling', 'ETL', 'SQL', 'PostgreSQL', 'jQuery']",senior
network engineer,"['TCP/IP', 'Attention to Detail', 'Problem Solving', 'Troubleshooting', 'Cisco', 'DHCP', 'OSPF', 'DNS', 'VLAN', 'C#', 'InVision']",senior
security engineer,"['Troubleshooting', 'Firewall', 'Cisco', 'Talend']",senior
cybersecurity,"['Information Security', 'Cybersecurity', 'Python', 'Splunk', 'Excel', 'Java', '.NET', 'Bash', 'Unix', 'SOC', 'Statistics']",senior
frontend developer,"['JavaScript', 'Angular', 'jQuery', 'HTML', 'CSS']",senior
network engineer,"['VPN', 'Troubleshooting', 'Objective-C', 'Firewall']",senior
frontend developer,"['Node.js', 'PostgreSQL', 'Ruby on Rails', 'Prototyping', 'JavaScript', 'Angular', 'MongoDB', 'Python', 'Heroku', 'React', 'OAuth', 'Agile', 'Java', 'REST API', 'PHP', 'AWS', 'Talend']",senior
devops engineer,"['Node.js', 'MySQL', 'Elasticsearch', 'Salesforce', 'Python', 'DevOps', 'Apache', 'Perl', 'Unix', 'AWS', 'Git', 'PostgreSQL']",middle
frontend developer,"['Angular', 'JavaScript', 'REST API', 'Storage Management', 'HTML', 'CSS', 'SASS', 'LESS', 'InVision']",senior
web developer,"['JavaScript', 'Angular', 'jQuery', 'Agile', 'Java', 'HTML', 'Jira', 'CSS']",senior
devops engineer,"['Elasticsearch', 'Python', 'Hadoop', 'DevOps', 'AWS']",unspecified
devops engineer,"['Shell Scripting', 'JavaScript', 'Jenkins', 'Python', 'Oracle DB', 'Docker', 'Linux', 'Java', 'Ruby', 'Bash', 'Unix', 'SQL', 'AWS']",unspecified
web developer,"['Angular', 'JavaScript', 'Dashboard', 'React', 'CSS', 'C#', 'Webpack']",senior
quality assurance,"['SQL Server', 'Performance Testing', 'Regression', 'Reporting', 'Test Case', 'Test Plan', 'Android', 'Cordova', 'Oracle DB', 'Java', '.NET', 'HTML', 'Unix', 'C++', 'iOS', 'SQL', 'R', 'Google Workspace']",senior
devops engineer,"['Automated Testing', 'Salesforce', 'Ansible', 'Python', 'DevOps', 'Splunk', 'Ruby', 'AWS', 'Git', 'DNS']",senior
quality assurance,"['.NET', 'Attention to Detail', 'Automated Testing', 'Unit Testing', 'Regression', 'Selenium', 'jQuery', 'HTML', 'CSS', 'SQL', 'C#', 'Talend']",senior
network engineer,"['Data Analysis', 'Virtualization', 'PowerShell', 'Storage Management', 'Python', 'Azure', 'Linux', 'Cisco', 'Ruby', 'Perl', 'DHCP', 'OSPF', 'ITIL', 'DNS', 'VPN', 'BGP', 'R', 'VLAN']",senior
tester,"['Project Management', 'Automated Testing', 'Confluence', 'Selenium', 'Agile', 'Scrum', 'Java', 'Jira', 'SQL']",senior
devops engineer,"['Azure', 'AWS', 'Ansible', 'Storage Management', 'Python', 'DevOps', 'VMware', 'Linux', 'Bash', 'Git', 'Business Intelligence']",senior
devops engineer,"['MySQL', 'Ansible', 'Jenkins', 'Python', 'Docker', 'DevOps', 'VMware', 'Linux', 'Java', 'Ruby', 'AWS', 'Git']",middle
security engineer,"['Technical Support', 'Unix']",senior
network engineer,"['Project Management', 'Troubleshooting', 'Python', 'Linux', 'Unix', 'BGP']",senior
it support,"['Project Management', 'Troubleshooting', 'Web Service', 'SQL', 'R']",senior
network engineer,"['Troubleshooting', 'Firewall', 'Juniper', 'Storage Management', 'Cisco', 'Perl', 'LESS', 'Unix', 'OSPF', 'C++', 'DNS', 'BGP']",senior
devops engineer,"['PostgreSQL', 'AWS', 'Performance Testing', 'HAProxy', 'Python', 'DevOps', 'Redis']",senior
devops engineer,"['CI/CD', 'Kubernetes', 'Jenkins', 'Python', 'DevOps', 'Splunk', 'Kanban', 'Scrum', 'Java', '.NET', 'Bash', 'C++', 'AWS', 'Talend', 'Ansible']",senior
web developer,"['UI/UX Design', 'JavaScript', 'jQuery', 'HTML', 'CSS']",senior
quality assurance,"['MySQL', 'SQL Server', 'UI/UX Design', 'Information Security', 'Attention to Detail', 'Automated Testing', 'JavaScript', 'Selenium', 'Android', 'Xamarin', 'MongoDB', 'Jenkins', 'Python', 'Appium', 'JMeter', 'Kanban', 'Swift', 'Agile', 'Scrum', 'Java', 'Ruby', 'iOS', 'R']",senior
frontend developer,"['Node.js', 'REST API', 'UI/UX Design', 'Unit Testing', 'JavaScript', 'Test Case', 'Jenkins', 'jQuery', 'Agile', 'Java', 'CSS', 'Git', 'R', 'Next.js', 'DevOps']",senior
web developer,"['jQuery', 'Java', 'HTML', 'R']",senior
quality assurance,"['Disaster Recovery', 'Regression', 'Test Case', 'Storage Management', 'Python', 'Oracle DB', 'Splunk', 'VMware', 'Cisco', 'SAP', 'Troubleshooting']",senior
devops engineer,"['TCP/IP', 'Elasticsearch', 'Ansible', 'Python', 'Kibana', 'DevOps', 'Splunk', 'Linux', 'Nginx', 'Ruby', 'Perl', 'Bash', 'Unix', 'AWS', 'R']",senior
frontend developer,"['JavaScript', 'jQuery', 'Java', 'HTML', 'API', 'R']",senior
quality assurance,"['Project Management', 'Problem Solving', 'Teamwork', 'Agile']",senior
security engineer,"['Information Security', 'Project Management', 'Problem Solving', 'Cybersecurity', 'Teamwork']",entry
network engineer,['Cisco'],senior
security engineer,"['Information Security', 'Troubleshooting', 'Linux', 'Cisco', 'Unix', 'SIEM', 'Firewall']",senior
quality assurance,"['.NET', 'SQL Server', 'Attention to Detail', 'Regression Testing', 'Automated Testing', 'Microsoft Office', 'Load Testing', 'Agile', 'C#', 'R', 'Talend']",senior
network engineer,"['Express.js', 'Cisco', 'LESS', 'ITIL', 'R', 'Firewall']",senior
frontend developer,"['.NET', 'UI/UX Design', 'JavaScript', 'Angular', 'HTML', 'Ionic', 'Agile', 'CSS', 'Git', 'R']",senior
network engineer,"['SQL Server', 'Active Directory', 'Juniper', 'Storage Management', 'VMware', 'Fiber', 'Linux', 'Cisco', 'DHCP', 'VLAN', 'DNS', 'VPN', 'Troubleshooting', 'Firewall']",senior
automation engineer,"['Problem Solving', 'DynamoDB', 'Selenium', 'MongoDB', 'Jenkins', 'JMeter', 'Agile', 'Java', 'Ruby', 'C++', 'SQL', 'AWS', 'C#', 'jQuery']",senior
automation engineer,"['Software Testing', 'Problem Solving', 'Troubleshooting', 'Reporting', 'Test Plan', 'Selenium', 'Jenkins', 'Agile', '.NET', 'Jira', 'SDLC', 'SQL', 'Git', 'SVN', 'C#', 'R', 'Classification']",senior
security engineer,"['Information Security', 'Firewall', 'SIEM']",senior
network engineer,"['Disaster Recovery', 'Troubleshooting', 'Cisco', 'ITIL', 'InVision']",senior
quality assurance,"['Software Testing', 'Regression', 'SAP', 'ERP']",senior
frontend developer,"['Ruby on Rails', 'JavaScript', 'Selenium', 'Angular', 'React', 'Mocha', 'HTML', 'SASS', 'CSS', 'Git', 'Google Workspace']",unspecified
network engineer,"['Troubleshooting', 'Teamwork', 'Cisco', 'VPN', 'Firewall']",senior
quality assurance,"['Microsoft Office', 'Technical Support', 'Regression', 'Agile', 'SQL', 'Google Workspace', 'Reporting', 'Web Service']",senior
network engineer,"['Cisco', 'Firewall']",unspecified
frontend developer,"['JavaScript', 'Angular', 'jQuery', 'React', 'HTML', 'CSS', 'R', 'InVision']",senior
web developer,"['Node.js', 'JavaScript', 'Bootstrap', 'Angular', 'jQuery', 'HTML', 'CSS', 'Talend']",senior
frontend developer,"['UI/UX Design', 'Attention to Detail', 'JavaScript', 'HTML', 'CSS', 'R', 'Google Workspace', 'Talend', 'InVision']",senior
web developer,"['MySQL', 'Attention to Detail', 'Project Management', 'Critical Thinking', 'Shell Scripting', 'Prototyping', 'JavaScript', 'Agile', 'HTML', 'Unix', 'PHP', 'CSS']",senior
tester,"['ETL', 'UI/UX Design', 'Automated Testing', 'Problem Solving', 'Informatica', 'Regression', 'Test Case', 'Oracle DB', 'Agile', 'Scrum', 'Active Directory', 'R', 'ECharts', 'jQuery', 'Statistics']",senior
security engineer,['Cisco'],senior
automation engineer,"['Node.js', 'Automated Testing', 'Cybersecurity', 'Load Testing', 'JavaScript', 'Selenium', 'Jenkins', 'JMeter', 'Agile', 'Java', 'HTML', 'AWS']",senior
quality assurance,"['Selenium', 'Jenkins', 'DevOps', 'Agile', 'Java', '.NET', 'Jira', 'Git']",senior
devops engineer,"['Troubleshooting', 'Python', 'DevOps', 'Linux', 'Java', '.NET', 'Git', 'R']",senior
network engineer,['Firewall'],senior
automation engineer,"['Performance Testing', 'Web Service', 'Selenium', 'Android', 'Jenkins', 'Oracle DB', 'JMeter', 'Java', 'REST API', 'SOAP', 'Jira', 'iOS', 'SQL', 'C#', 'R', 'Google Workspace']",senior
network engineer,"['Troubleshooting', 'Juniper', 'Cisco']",senior
quality assurance,['Manual Testing'],senior
quality assurance,"['Manual Testing', 'Selenium', 'SQL', 'R', 'Google Workspace']",senior
frontend developer,"['NLP', 'Microservices', 'Teamwork', 'Angular', 'React']",senior
frontend developer,"['jQuery', 'Java', 'HTML', 'CSS']",senior
web developer,"['Angular', 'UI/UX Design', 'SDLC', 'Elasticsearch', 'Unit Testing', 'JavaScript', 'Python', 'jQuery', 'Django', 'HTML', 'Flask', 'Linux', 'Agile', 'Java', 'REST API', 'SOAP', 'CSS', 'Git', 'Problem Solving', 'Troubleshooting', 'C', 'DevOps']",senior
web developer,"['Power BI', 'Scrum', 'SDLC', 'InVision', 'jQuery']",senior
web developer,"['Data Analysis', 'Information Security', 'Project Management', 'Active Directory', 'Oracle DB', 'Unix', 'LDAP', 'Problem Solving', 'R', 'Google Workspace', 'Teamwork']",middle
quality assurance,"['Integration Testing', 'Performance Testing', 'Regression Testing', 'Project Management', 'Automated Testing', 'Software Testing', 'Load Testing', 'Bug Tracking', 'Reporting', 'SOAP', 'SQL', 'Business Intelligence', 'R', 'InVision', 'DevOps']",senior
quality assurance,"['Business Intelligence', 'Regression', 'Reporting', 'Agile']",senior
web developer,"['Angular', 'JavaScript', 'jQuery', 'Linux', 'HTML', 'Unix', 'CSS']",senior
quality assurance,"['Microsoft Office', 'ETL', 'Integration Testing', 'Manual Testing', 'Regression', 'Reporting', 'LESS', 'SQL', 'Google Workspace', 'Classification', 'Objective-C']",senior
quality assurance,"['Regression', 'SAP', 'ERP']",senior
it support,"['Active Directory', 'IT Support', 'Help Desk', 'Android', 'DNS', 'VPN']",middle
tester,"['Project Management', 'Software Testing', 'Problem Solving', 'Reporting', 'Test Case', 'Test Plan', 'SDLC', 'SQL']",senior
network engineer,"['Troubleshooting', 'Backup & Recovery', 'Cisco', 'VLAN']",unspecified
web developer,"['JavaScript', 'Angular', 'Java', 'HTML', 'CSS']",senior
network engineer,"['Microsoft Office', 'Load Balancer', 'Firewall', 'Excel', 'Cisco', 'iOS', 'BGP']",senior
network engineer,"['TCP/IP', 'Network Monitoring', 'Troubleshooting', 'Load Balancer', 'Reporting', 'Firewall', 'VMware', 'Cisco', 'VLAN', 'MPLS', 'VPN', 'BGP', 'Classification', 'InVision']",senior
frontend developer,"['Angular', 'Bootstrap', 'Jenkins', 'Java', 'Git']",senior
web developer,"['JavaScript', 'Xamarin', 'Cordova', 'HTML', 'Azure', 'CSS', 'C#', 'InVision', 'Angular']",unspecified
network engineer,"['TCP/IP', 'Juniper', 'VMware', 'Cisco', 'OSPF', 'VLAN', 'MPLS', 'LDAP', 'iOS', 'DNS', 'BGP', 'Active Directory']",senior
devops engineer,"['Data Warehouse', 'Teamwork', 'Apache', 'Agile', 'Java', 'Troubleshooting']",senior
quality assurance,['Data Analysis'],senior
security engineer,"['Information Security', 'Technical Support', 'Troubleshooting', 'React', 'LESS']",senior
devops engineer,"['CI/CD', 'Ansible', 'Jenkins', 'DevOps', 'Linux', 'Java', 'AWS']",senior
network engineer,"['Network Monitoring', 'Technical Support', 'Troubleshooting', 'Cisco', 'OSPF', 'iOS', 'BGP', 'Google Workspace', 'Firestore']",senior
network engineer,"['TCP/IP', 'Disaster Recovery', 'Troubleshooting', 'Statistics', 'Help Desk', 'Firewall', 'Juniper', 'Cisco', 'OSPF', 'MPLS', 'VPN', 'BGP', 'SSL/TLS', 'DevOps', 'InVision']",senior
ui/ux,"['UI/UX Design', 'JavaScript', 'HTML', 'InVision', 'Wireframing']",senior
sql developer,"['Microsoft Office', 'Oracle DB', 'Unix', 'SQL']",senior
security engineer,"['Information Security', 'Virtualization', 'Python', 'Java', 'Perl', 'LESS', 'SIEM', 'Firewall']",senior
network engineer,"['TCP/IP', 'Information Security', 'Cybersecurity', 'Firewall', 'Juniper', 'Linux', 'Cisco', 'Unix', 'InVision']",senior
cybersecurity,"['Data Analysis', 'Cybersecurity', 'Pivot Table', 'Reporting', 'Dashboard', 'Google Workspace', 'Excel']",senior
automation engineer,"['Node.js', 'Automated Testing', 'Troubleshooting', 'Teamwork', 'JavaScript', 'Regression', 'Selenium', 'Python', 'JMeter', 'Agile', 'Java', 'Bash', 'Google Workspace']",senior
network engineer,"['TCP/IP', 'Problem Solving', 'Troubleshooting', 'Reporting', 'Cisco', 'MPLS', 'VPN']",senior
sql developer,"['Data Analysis', 'Project Management', 'Oracle DB', 'SQL', 'R']",senior
network engineer,"['Firewall', 'Cisco', 'VPN', 'SSL/TLS']",senior
network engineer,"['Cisco', 'VPN', 'BGP', 'Firewall', 'Dashboard']",senior
tester,"['UI/UX Design', 'Integration Testing', 'Critical Thinking', 'C', 'Regression', 'PowerPoint', 'Android', 'Xamarin', 'Microsoft Word', 'Oracle DB', 'Swift', 'Excel', 'Agile', '.NET', 'Ruby', 'iOS', 'SQL', 'C#', 'Problem Solving', 'Attention to Detail', 'R', 'jQuery', 'Objective-C']",senior
quality assurance,"['Integration Testing', 'Project Management', 'Automated Testing', 'Software Testing', 'Reporting', 'Selenium', 'Agile', 'Java', 'API', 'SQL']",senior
network engineer,"['Firewall', 'Juniper', 'Cisco', 'OSPF', 'MPLS', 'VPN', 'SSL/TLS']",senior
network engineer,"['Active Directory', 'Problem Solving', 'Troubleshooting', 'Firewall', 'Juniper', 'Linux', 'Cisco', 'SOAP', 'iOS', 'VPN', 'InVision']",senior
frontend developer,"['Angular', 'D3.js', 'Data Visualization', 'Spring Boot', 'Problem Solving', 'JavaScript', 'Python', 'jQuery', 'Spring', 'Hadoop', 'Scala', 'HTML', 'Apache Spark', 'Linux', 'Agile', 'Scrum', 'Java', 'CSS', 'REST API', 'SQL', 'R', 'DevOps']",senior
quality assurance,"['Performance Testing', 'Load Testing', 'SVN', 'Reporting', 'Selenium', 'REST API', 'Jenkins', 'Azure', 'Java', 'AWS', 'Git', 'C#', 'R']",senior
network engineer,['Firewall'],senior
quality assurance,"['UI/UX Design', 'Automated Testing', 'Test Plan', 'Problem Solving']",senior
network engineer,"['Active Directory', 'Virtualization', 'PowerShell', 'Storage Management', 'Splunk', 'DHCP', 'SSO']",unspecified
quality assurance,"['Automated Testing', 'Confluence', 'Reporting', 'Test Case', 'Test Plan', 'Selenium', 'Agile', 'Scrum', '.NET', 'REST API', 'Jira', 'API', 'SQL', 'C#']",senior
frontend developer,"['Node.js', 'React', 'Vue.js', 'Microservices', 'UI/UX Design', 'Attention to Detail', 'JavaScript', 'Webpack', 'Express.js', 'Mocha', 'Agile', 'HTML', 'CSS', 'AWS', 'Git', 'R']",senior
web developer,"['SQL Server', 'Confluence', 'Angular', 'DevOps', '.NET', 'HTML', 'Jira', 'Git', 'C#', 'JavaScript']",senior
cloud engineer,"['Project Management', 'Disaster Recovery', 'Troubleshooting', 'Storage Management', 'Linux']",senior
network engineer,"['Information Security', 'Troubleshooting', 'Talend']",unspecified
network engineer,"['Palo Alto', 'Excel', 'Cisco', 'OSPF', 'MPLS', 'VPN', 'BGP']",senior
devops engineer,"['Jenkins', 'Python', 'DevOps', 'Ruby', 'Perl', 'AWS', 'Git', 'SVN']",senior
security engineer,"['Penetration Testing', 'TCP/IP', 'Information Security', 'Splunk', 'Unix', 'SIEM', 'LDAP', 'SQL', 'Firewall']",senior
web developer,"['JavaScript', 'React', '.NET', 'HTML', 'Elasticsearch']",senior
devops engineer,"['Informatica', 'SVN', 'Oracle DB', 'DevOps', 'Linux', 'Java', 'Bash', 'Unix', 'SQL', 'Git', 'Troubleshooting']",senior
quality assurance,"['Test Case', 'Agile', 'SQL']",senior
network engineer,"['TCP/IP', 'Troubleshooting', 'Test Plan', 'Cisco', 'Active Directory', 'Objective-C', 'InVision']",senior
quality assurance,"['SQL Server', 'Project Management', 'Technical Support', 'Test Case', 'Selenium', 'Oracle DB', 'Agile', 'Scrum', 'SOAP', 'SQL', 'Google Workspace', 'DevOps']",senior
cybersecurity,['Unix'],senior
devops engineer,"['Problem Solving', 'SVN', 'Ansible', 'Python', 'DevOps', 'Agile', 'Ruby', 'Perl', 'Git', 'Talend', 'InVision']",senior
devops engineer,"['CI/CD', 'Salesforce', 'Jenkins', 'DevOps', 'Google Workspace']",senior
network engineer,"['Troubleshooting', 'Virtualization', 'Palo Alto', 'Firewall', 'Fortinet', 'Storage Management', 'Cisco', 'MPLS', 'ITIL', 'iOS', 'VPN', 'DevOps']",senior
devops engineer,"['PostgreSQL', 'CI/CD', 'Virtualization', 'MongoDB', 'Jenkins', 'Storage Management', 'Python', 'Docker', 'DevOps', 'Linux', 'VMware', 'Agile', 'Scrum', 'Java', 'Ruby', 'Perl', 'Bash', 'Jira', 'AWS', 'Git', 'InVision']",senior
network engineer,"['TCP/IP', 'Cypress', 'MPLS', 'VPN', 'BGP', 'Troubleshooting', 'Google Workspace', 'VLAN', 'Firewall']",senior
web developer,['HTML'],unspecified
network engineer,"['Disaster Recovery', 'Troubleshooting', 'Cisco', 'BGP', 'Objective-C']",senior
